season,week,margin_mean,margin_q05,margin_q95
8,2,0.0026325950780498597,7.64838141666828e-05,0.00937013052014907
8,3,0.0032017525107247715,0.00011623459000050934,0.009488902882593393
8,4,0.007163059848948724,0.00025652263651302146,0.024066616727451126
8,5,0.00919234935386382,4.520695484622195e-11,0.0284668782970988
8,6,0.018265398093850155,0.00036050662867118116,0.059570068138304406
8,7,0.025275487012740083,0.0009945712745022567,0.08045296191134846
8,8,0.04278351959743173,0.0020517136289512393,0.12397725497637366
8,9,0.09450154781687782,0.008133725980746128,0.23384475867774243
8,10,0.19104365089037884,0.012696157900006402,0.44426533027993564
8,11,0.5740192509615211,0.10178703266493622,0.9999999270578394
9,1,0.0011922246674004474,7.77381049559718e-05,0.004370841748529974
9,2,0.0004076888080348579,8.376736110315975e-12,0.002195411424692664
9,3,0.0015856257972858678,3.789011673860366e-11,0.005577821194924055
9,4,0.0010989760782555763,6.3402644245869065e-12,0.006417140550933736
9,5,0.0008322016304188829,6.003861990899751e-12,0.00450078357868623
9,6,0.007039469963497988,5.3507492390406796e-05,0.023827634799176645
9,7,0.020019769599631178,0.0010114777933908276,0.0650940106423642
9,8,0.005007844990660002,9.06247715759534e-12,0.023387584902786897
9,9,0.011941535362966191,8.661607542315154e-12,0.052111337000172
9,10,0.08671831959605666,4.459979607851494e-11,0.25921958972427533
9,11,0.0025279984886949023,0.00024932239564662284,0.006295675043920316
10,1,0.02147300697432638,0.001889813900138963,0.046886196185542225
10,2,0.0031420720299107597,9.147557222236453e-05,0.011403527696165256
10,3,0.005094539075476154,0.00013298743189642804,0.016201578623836158
10,4,0.006201980440440007,0.00011387068664752837,0.022499125795790914
10,5,0.009165115491379003,0.00021005928453979167,0.036077451368505806
10,6,0.019871593394149036,0.00034223445988048744,0.0664722019656328
10,7,0.04208940679206892,0.001327989219407591,0.13044867904234575
10,8,0.08759824681127876,0.007155021153228359,0.19483543347034757
10,9,0.20132194064612263,0.01170255967731383,0.4147405038356319
10,10,0.5740587229410935,0.07292096192183349,0.9999999650992237
10,11,nan,nan,nan
11,1,0.0019937529212975275,3.8448697305380065e-05,0.007891477044683215
11,2,0.0026933568604437397,5.650588176496427e-05,0.010663767782078797
11,3,0.004181422406081017,0.00012434707621073599,0.016541765839110045
11,4,0.006054127153119112,0.00026287879243090396,0.0178023111876411
11,5,0.014627850085877954,0.0003955900981326963,0.04153449812499156
11,6,0.016785716372446146,0.000796091592312044,0.05036594437478009
11,7,0.02713255265828071,0.002583396964285484,0.07702664538632756
11,8,0.04917921139981912,0.0032608481466397127,0.13630483363954793
11,9,0.0824331174944794,0.003625910049852999,0.23616629521075122
11,10,0.2810156775706041,0.03478792970375764,0.4723390460657703
11,11,0.006015436563819237,0.0006579575194209487,0.014995070237223011
12,1,0.006435105704096869,0.0002804210941624489,0.020423294557099285
12,2,0.0034855505399679367,0.00010879902529394928,0.01098834262806083
12,3,0.006526280338694242,0.00022851190785157238,0.019952136176124725
12,4,0.008882441969546852,0.0005234233993907253,0.029313796961417418
12,5,0.012224804132456652,0.0003873470163904727,0.03937331751903815
12,6,0.02330117923457607,0.0008716366020766546,0.0710625614934769
12,7,0.03689679340904967,0.0012822118406347644,0.10673281468864726
12,8,0.09479643404332151,0.0035113408648742295,0.23145198337473596
12,9,0.21745807664929145,0.015735067983307604,0.44804831322490773
12,10,0.5191069212712576,0.08387506383257919,0.9999999456266694
12,11,nan,nan,nan
13,1,0.0029214688462174798,8.886642287896446e-05,0.00946848627445222
13,2,0.0032396544580336755,0.0001709606018731609,0.011509100840556877
13,3,0.004455361593797703,0.00025686676980908043,0.016686152624033515
13,4,0.004059633611818118,0.00032569950984284246,0.012396282829788304
13,5,0.008643024482092324,0.00033184429375518194,0.029497764852684523
13,6,0.0156710948551203,0.0011474950225197748,0.047002669991493204
13,7,0.020116278151383154,0.0006649429796380406,0.06845655492667087
13,8,0.05791096690686701,0.007332673192284668,0.14025738814222707
13,9,0.07961863484529365,0.003955734744947423,0.21789631169530366
13,10,0.18064958528117336,0.010755756148393098,0.42911540617537247
13,11,0.0053668318967168924,0.0004397405462510273,0.013448716534530433
14,1,0.004788392205070968,0.00015979177799635013,0.016859279496132758
14,2,0.0038530721836139746,0.00016080485970734057,0.012687470571386207
14,3,0.0030738363372480437,8.720691185060414e-05,0.009808723803113343
14,4,0.0048423082829862464,0.0002585921182046376,0.01714141731853507
14,5,0.009175932981106175,0.000258212173416654,0.03042306905264077
14,6,0.013177908967700946,0.00043460194216672773,0.048079335767259444
14,7,0.02761567975171989,0.000815849704369702,0.0852228820639978
14,8,0.06899503024453384,0.003198317759868662,0.17485561906003402
14,9,0.18645698872391428,0.007602262757110742,0.4344488347406579
14,10,0.5085021968770159,0.039244484861568577,0.9999999663243038
14,11,nan,nan,nan
15,1,0.001939792179005081,5.7823721370096895e-05,0.006196742235087658
15,2,0.002960962691562065,0.00020482625691567032,0.009681318854997836
15,3,0.004172542589445915,0.0001529121689955032,0.014236926954966114
15,4,0.002262510511021386,8.82319217687666e-12,0.013007578797879213
15,5,0.007494024742804773,1.7534236562699592e-11,0.02809138762088344
15,6,0.01196908097760927,0.0006093670681280375,0.034412969409842654
15,7,0.024142325242668586,0.0008612721128227835,0.07465890043341213
15,8,0.05882724760579274,0.0025324808839588464,0.14927883792228536
15,9,0.44973444563570597,0.03643813441014556,0.895746591056193
15,10,nan,nan,nan
15,11,nan,nan,nan
16,1,0.01444888921662569,0.001550541507279476,0.03162435623571618
16,2,0.018120788452847758,0.0016574509815041887,0.04328929229585056
16,3,0.002891457609599034,0.0001268534868902313,0.010638498611435176
16,4,0.004718038912620473,0.0001215647645327972,0.017305320820350825
16,5,0.008847144554704317,0.00038182460315192024,0.0305042373691771
16,6,0.013740226739794465,0.000626251169244503,0.04145287649400288
16,7,0.031633417548686336,0.0015510407967359934,0.09484516693826199
16,8,0.053341040345212164,0.0044727330852896525,0.1411060370752223
16,9,0.08748133578869086,0.0037464919093379346,0.23951303143950545
16,10,0.18040017882172862,0.009897615952092603,0.437172707424718
16,11,0.0061314834393272535,0.0006059462856343345,0.013744690457060513
17,1,0.010255201785460355,0.0001479387500772561,0.06680684073039728
17,2,0.003118506026946507,0.0001436465370823009,0.010176640964407237
17,3,0.004555045960488826,0.00014458020263629427,0.016030125279248717
17,4,0.004717305729930818,0.00013705522456127913,0.017255320057703343
17,5,0.008648663849792343,0.00032887265197858594,0.030801762835050782
17,6,0.01722203205382435,0.0005460256522281673,0.053201855091835296
17,7,0.01680429339754348,0.0005573425936883801,0.05942603151704763
17,8,0.03733476879754134,0.0008505403619874883,0.1275172250037116
17,9,0.10308676291277523,0.011711612745322002,0.24839220259094327
17,10,0.16999297859307003,0.010959418803600124,0.42586379367675664
17,11,0.43807454431134796,0.04507567583793114,0.9058650772751298
18,1,0.014188042720066428,0.0014427759236474796,0.034534727560009144
18,2,0.005399729163137876,0.00019961061343559824,0.018242252646708625
18,3,0.004839326506008725,3.730498518695961e-05,0.019559676167779226
18,4,0.006663074782313014,0.00016787489675387516,0.02464932952915489
18,5,0.017089998906407385,0.0008069678353652798,0.05385296744342503
18,6,0.016540956223974997,0.0003817220808983238,0.05502210552288532
18,7,0.03311343133280891,0.0009830948440204574,0.10244167386522048
18,8,0.06435837262960956,0.0033026361755727767,0.19378278804860716
18,9,0.19230659911597744,0.011907674820177388,0.4390071816826353
18,10,0.5692875994956549,0.05668584305345396,0.9999999744820192
18,11,nan,nan,nan
19,1,0.0013382394816408394,6.261139939626182e-05,0.004248864785268446
19,2,0.001964078447068424,0.00010280604791390592,0.006159047294848867
19,3,0.0024475962390939202,0.00011302388645314799,0.008173632852796554
19,4,0.0038828228764966667,8.36332120239529e-05,0.015616288283961326
19,5,0.00677594026177612,0.00020632898175087862,0.023484580520569363
19,6,0.007185423638299843,0.0004933906036435829,0.022808695321629838
19,7,0.015651710003949774,0.0005996899886546143,0.05292866659586084
19,8,0.027582461332299406,0.0008293634028250912,0.0857990183764421
19,9,0.05733901548874066,0.005247870163294306,0.14031973003584156
19,10,0.1057622139274238,0.01032561342293892,0.24778789268746107
19,11,0.18354005507306362,0.015396490530562098,0.4168307069288213
20,1,0.016932723530158875,6.081744958778418e-05,0.08706961914233426
20,2,0.002665076929680068,7.698330582659937e-05,0.008746071737350435
20,3,0.002391966302724834,3.132627053414397e-05,0.009822714367710575
20,4,0.005581667193948745,0.00015286764689221788,0.018734687614478017
20,5,0.005592033896830571,0.00011634713841443546,0.020321142872173882
20,6,0.013076231078574509,0.00041524712670244356,0.04445643866873117
20,7,0.023579180707468367,0.0013448601488293371,0.07552589579482599
20,8,0.07020147096463746,0.00737504233414169,0.1817087253981294
20,9,0.1649172459357238,0.009643132020308113,0.39936346838412784
20,10,0.5623418553616024,0.054721577228701336,0.9999999697585087
20,11,nan,nan,nan
21,1,0.023439083171539067,7.943256510387215e-05,0.08282564002659366
21,2,0.0020322065895843856,5.336485538424627e-05,0.00699822667452112
21,3,0.0013918945753359515,1.03439250220827e-11,0.005928185134648497
21,4,0.004254191821600791,6.78620220935504e-05,0.015672342652510954
21,5,0.01001171652007165,0.0003126114128899252,0.032937039290846716
21,6,0.020303087644510467,0.0007263855475714207,0.05487987918062797
21,7,0.022882698198550936,0.0013566452194049563,0.06801975625523242
21,8,0.03995654727907544,0.00170714204345363,0.12394874308737651
21,9,0.09348453668352022,0.005581575620414975,0.24880049972878662
21,10,0.20108491017129387,0.017892074464563465,0.44149564932509777
21,11,0.4578182163701328,0.08235574288847815,0.8996314134404528
22,1,0.018024743956421476,0.002397629536487921,0.039495155796596695
22,2,0.002419544271466932,5.7690141069531583e-05,0.008983086479734835
22,3,0.004261931344532285,0.0001824939575546178,0.015069650843579889
22,4,0.004565280855563216,5.609446847847782e-05,0.016766724411452046
22,5,0.01074286148628168,0.0003950569694890119,0.034438143175220426
22,6,0.010524236297518808,0.0003698570508757924,0.044304492009411944
22,7,0.03754399862024125,0.0022079335501196395,0.10352520782511197
22,8,0.08657333459833304,3.3840826529907294e-10,0.2361883212642672
22,9,0.5114711206647251,0.0535689854705289,0.939820388348258
22,10,nan,nan,nan
22,11,nan,nan,nan
23,1,0.011784276870054433,0.001649132984534555,0.02381411623525116
23,2,0.0013916565255104347,3.7477354364207764e-05,0.005710595546084687
23,3,0.0012565720888185739,5.097701824620174e-05,0.0051931998296513735
23,4,0.0033907054204525516,0.00010382399843863328,0.013146114814172057
23,5,0.0046593930800037965,3.659811065315211e-11,0.02211112074109212
23,6,0.00893602179574579,0.00011613933699499842,0.0335023455850246
23,7,0.01359228485147007,0.0004223364146652726,0.05636531990719392
23,8,0.03795846055036157,0.0006421796498964295,0.1197820474407039
23,9,0.08862675636163786,0.007540993872368563,0.21836587883739203
23,10,0.18786547416366303,0.021926307465537403,0.41944898526154195
23,11,0.47606789771819635,0.04588085341523552,0.997901630624342
24,1,0.01957324318473074,8.962838796814366e-05,0.09090657690926227
24,2,0.0023846772010653328,5.701706871778095e-05,0.008758742541000782
24,3,0.0021343104155632443,5.3456069371367325e-05,0.006893880470564604
24,4,0.005117943935388455,0.00016406584293438556,0.01925623970811926
24,5,0.009848029299093416,0.0006920004864966676,0.028948441723583202
24,6,0.01738444865050472,0.001050002649163705,0.054469880356591074
24,7,0.042715112108020696,0.00265145604691697,0.13018961247953167
24,8,0.09860651683871419,0.004818890997834661,0.23523191910908137
24,9,0.176609735395582,0.010197259495622609,0.41337285757668835
24,10,0.45246137781818674,0.03531511552840491,0.9999999636199545
24,11,nan,nan,nan
25,1,0.0014776781589440058,4.2491625107667076e-05,0.00350881747522388
25,2,0.002367634023909752,9.033750776971383e-05,0.008393613787465878
25,3,0.002252001299943829,2.0638446132773686e-05,0.011729749920916839
25,4,0.00284572436005068,0.00011582659154852558,0.010372132088665616
25,5,0.0038472426674689268,8.425727742604472e-05,0.016262124846437548
25,6,0.011558998454706924,0.00029354108962509616,0.039748974753350576
25,7,0.033705278133919575,0.0018526170954396835,0.11423539298386004
25,8,0.04515756420036726,1.615566708190741e-10,0.17768729529416158
25,9,0.15397789416196073,0.008838145031468278,0.4021756803924107
25,10,0.6296037412973416,0.08670274365393611,0.9999999703123366
25,11,nan,nan,nan
26,1,0.0074770798199743325,0.00038926305472520233,0.024166330598155525
26,2,0.017875781503112413,0.0006968812835573352,0.06363019310158792
26,3,0.0618201749668628,0.0034801782117609378,0.15065362072897917
26,4,0.18945268733088838,7.03731656281903e-11,0.4546504228585151
26,5,0.0052254197516929364,0.00055533947312294,0.013261607092550653
26,6,nan,nan,nan
26,7,nan,nan,nan
26,8,nan,nan,nan
26,9,nan,nan,nan
26,10,nan,nan,nan
26,11,nan,nan,nan
27,1,0.000968096731164199,2.4160305373063796e-05,0.0036386381867997636
27,2,0.0014777887923910576,6.148704821149834e-05,0.005051942725940639
27,3,0.001610243185158869,6.346517861936519e-05,0.005404923764580402
27,4,0.003029220103291914,8.1715771766952e-05,0.010413759072581795
27,5,0.0039104276391850115,0.00015152051916791296,0.012360233984163017
27,6,0.006620479239957493,0.00026281415369658616,0.026244954468197544
27,7,0.024208136219872074,0.0008120060853579594,0.07642509183441538
27,8,0.08468644546167026,0.004496406227497531,0.24484037925209506
27,9,0.19389470964815267,0.015851026394617457,0.45081564547613123
27,10,0.005679014764163787,0.0004923854484456647,0.013456951973133397
27,11,nan,nan,nan
28,1,0.02094839343595787,0.0017775283759456078,0.04194300533366191
28,2,0.0019903688391749983,9.144521348430634e-05,0.006398991843291243
28,3,0.003783364310331336,4.21187390520217e-11,0.01529269266845512
28,4,0.00584259788208962,0.0002348369767275205,0.021197663134497037
28,5,0.010319741011213317,0.000411315485294933,0.036993494733022984
28,6,0.02096091668394538,0.0009117196129104208,0.057552565489329105
28,7,0.03604218155111906,0.002088492170876766,0.09653032682295656
28,8,0.047844820125389716,0.00310443504121235,0.10883211845834181
28,9,0.08122232360206354,0.008594249982093892,0.18966572961677577
28,10,0.19652327174047268,0.02093848297760124,0.41267128525096397
28,11,0.5118526647629763,0.0329977171360643,0.9999999339384397
29,1,0.002517894067823521,3.9098216396712965e-05,0.007206459307524868
29,2,0.0013642513022775779,5.349483293474179e-05,0.005323299951789236
29,3,0.0024686914624080787,9.225996913477738e-05,0.007446025269839133
29,4,0.0012822033800494776,5.692371096387289e-05,0.004263498333909445
29,5,0.0029271075586070005,0.00013677776393142827,0.010962626969810893
29,6,0.005929159851712655,0.00022075974400242518,0.0167862377234239
29,7,0.003835687888920829,0.00014183372268053302,0.014439135445353832
29,8,0.011922430467400864,4.4270818955194367e-11,0.03837120110300029
29,9,0.017018330367360165,0.0001887928072023357,0.05582443186328986
29,10,0.04604615455462887,0.0026179167011519014,0.12344341835292781
29,11,0.1158992096789304,0.0010436563269327554,0.2509303279671806
30,1,0.03192524948891734,0.0003214884828335998,0.07383359596611366
30,2,0.0011545880074765326,5.370941448687647e-05,0.00394714060425683
30,3,0.0033376299769616626,9.682105548814297e-05,0.01197551235392129
30,4,0.004946622056951939,0.0002346767072759451,0.017527381691675642
30,5,0.006755768307541283,4.4317841757512976e-11,0.022483392245436818
30,6,0.005449459453051952,0.00026474537732491186,0.018533863133302773
30,7,0.011667889027862857,0.0007171806774188384,0.03578516256831565
30,8,0.0265955800831744,0.0012722495952653165,0.07733320693074348
30,9,0.06503440084985121,0.005553645997187027,0.16401612282861733
30,10,0.18531866571521027,0.015558789839487374,0.4256716503849987
30,11,0.005675044056873796,0.0003660214612417834,0.013594924137619289
31,1,0.0010574183184213401,5.228602637366922e-05,0.0036177433469772157
31,2,0.0009436518859783874,5.8954863231890095e-05,0.003567928830294791
31,3,0.0016200677695551056,6.565799561848234e-05,0.0057747900435628705
31,4,0.0025940554122705008,9.563937493124107e-05,0.010324204134383964
31,5,0.002236869925004788,0.00019276472229024373,0.007780824461769662
31,6,0.0004214532994820892,7.996571460555658e-12,0.0022816087807401696
31,7,0.0008782234238349592,1.0641207359718408e-11,0.0040692674090707
31,8,0.014764678983062827,0.0009965120033703174,0.03988364913760399
31,9,0.02587266971744171,0.0008754069675840845,0.0697970223299865
31,10,0.030198096522476504,2.5685854831980494e-11,0.1035992445542419
31,11,0.0019297631415499423,0.0002126090588365909,0.004967393557916691
32,1,0.0008732921332751348,2.510662999242186e-05,0.002857888796313045
32,2,0.0007629056806690876,6.63734551807231e-05,0.0023756560834281458
32,3,0.0008587686751807949,4.1747999765345826e-05,0.0036135186495706677
32,4,0.001249167511220685,7.238957001700422e-05,0.00467339571607605
32,5,0.002466201817037664,9.199002361320666e-05,0.010371584029086672
32,6,0.003100080432634786,0.0001922599546046955,0.011004582235818662
32,7,0.011840590851474406,0.00023721267343151944,0.040565623029928576
32,8,0.02277899641665583,0.0013499497455584611,0.06678855456172576
32,9,0.030268164684975566,0.0016482707696837532,0.08198873505555557
32,10,0.0469106707958361,0.002577678409722847,0.12721986702183963
32,11,0.0934384614768044,0.00865660509469571,0.2344547627296567
33,1,0.0022777632013142217,2.367061903543952e-05,0.006063580789125558
33,2,0.001690913587147889,5.710519207336452e-05,0.006791259402591303
33,3,0.004712276310258893,9.82266925309526e-05,0.017237898237344416
33,4,0.00321964333667178,1.0154205809520534e-10,0.012097241615546797
33,5,0.015470966998124544,0.00039417921209517344,0.05275769075279005
33,6,0.0416480042024465,0.00329618948926691,0.10548498246533716
33,7,0.05371451568315497,0.004175808054827443,0.13949384274420998
33,8,0.06438203799824198,0.004113072832257694,0.16279196760912926
33,9,0.16268233227466639,0.014335165889001371,0.37880036789112087
33,10,0.005925754727951549,0.0003359050405150721,0.014848742338606512
33,11,nan,nan,nan
34,1,0.005087596073089813,6.379704439225532e-05,0.024361649974613316
34,2,0.0014399382311822701,6.64794900073977e-05,0.005471575255010776
34,3,0.0007846767762389609,5.164782976296857e-11,0.0031458408561017533
34,4,0.002405978625794428,6.952366737866816e-10,0.01127043085461104
34,5,0.003405828309601812,0.00013560700466464586,0.012959130792202792
34,6,0.007922285568163562,0.0002331311590374155,0.02649227607795373
34,7,0.0151205300470232,0.00041258671730814295,0.053603773007738394
34,8,0.03703672348202978,0.0017216314453532,0.10038714929829794
34,9,0.046053522724296754,0.0032453230697993803,0.12383929371403248
34,10,0.07073759484886301,0.0038551484602247056,0.1846999704073347
34,11,0.15677915147233046,0.009675411988512109,0.37173393815670974
